HASHID,Grade
9896989b45c42b1ac66b11763e914661966205d9,0.918850568
b73f677e519a4bf4d446832eb58b3f0a04112b43,0.866188864
260bb5e515632f23d4a975dca9caff206e84bb87,0.969128295
e1d16243d685d6f154eb089648fc32c3e17a4386,0.906383949
15a781a47074cd944066e0eae974606082fc9788,0.977709654
9c24a65c462341379b6429283ac93737801f9389,0.938198799
4d304d0fc8d7287703d7e1350a77470f66984e3a,0.812081185
c7daed73009c0d31a410be0d1212d298cf9b7f92,0.968486932
8e98209674dd7406aa3526a9bd39a7c884c22e15,0.890029264
a89caf8c7abe4da1a5f1ff069ce7e210c9a54df4,0.189916434
91c12a36efaa95f40df93c9135741ad002737546,0.954371136
20c9374598da999068e755c6651799d960f81954,0.976544091
a301279665527c8fa4add8ad5a7d04c50fc2ea12,0.94963875
b99245183799dac29608c895bd5481a4f83d71d6,0.94699
139c29eaf2bf6ea4e53e4a9f895ad1199b063548,0.916111307
277a52b85746c8b6ed956104bcc81523056b5633,0.920692411
38a2e1976989130b93cd07a1336fb4a7f6d78ccd,0.949638864
736f3aaa60c9d0eaab53014dd997f5c90600091f,0.92168767
31581b9b01d2fa566b8c69efc227c6bd676e574e,0.92634756
ad32cd8b3114fa67f291bfe5cac9bd96401fdb0d,0.956857652
16d9298309705bb8ce82f1f11aa45a893548b88a,0.949881867
36705719323335eb34505b09f49cefde478d0252,0.958156932
feed1621d6e46f3100522dadfbb9ecec17fe8ba4,0.941509481
f904cf4af455a40289408485efcc117e1a9b60ad,0.803266564
8982c55fca7a590586986a5acd7817979b1c7bb6,0.268309613
9b6c40db29604939621b861681b84e5cca9d1938,0.9572575
1617cb7fffc171ccfb7a8a377fb8ed9188bebe0d,0.976914716
