"student";"snapshot";"file";"line";"error"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" ']' expected
        return this.register[this.register.length - 1]; // last element in array
                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                                    ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"295";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                     ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"298";" class, interface, or enum expected
   public static void main(String[] args) {
                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                                ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"302";" class, interface, or enum expected
            System.out.println(lfsr.toString() + ' ' + bit);
            ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-21T22_58_01.921Z";"hw8b.java";"303";" class, interface, or enum expected
        }
        ^
34 errors
"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"156";" class, interface, or enum expected
}**
 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"287";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"287";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                                                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"287";" illegal start of expression
            for (int i = 0leng<this.register.length i+++ {
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"287";" not a statement
            for (int i = 0leng<this.register.length i+++ {
                                                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"288";" illegal start of expression
[i + 1];
^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"288";" ';' expected
[i + 1];
  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"288";" variable declaration not allowed here
[i + 1];
 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
               ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"291";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"292";" ']' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                      ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"292";" ';' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"292";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"292";" illegal start of type
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"292";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" ']' expected
        return this.register[this.register.length - 1]; // last element in array
                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                                    ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"295";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                     ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"298";" class, interface, or enum expected
   public static void main(String[] args) {
                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"300";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                                ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"302";" class, interface, or enum expected
            System.out.println(lfsr.toString() + ' ' + bit);
            ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T12_50_43.808Z";"hw8b.java";"303";" class, interface, or enum expected
        }
        ^
34 errors
"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"160";" class, interface, or enum expected
**
^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"291";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"291";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                                                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"291";" illegal start of expression
            for (int i = 0leng<this.register.length i+++ {
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"291";" not a statement
            for (int i = 0leng<this.register.length i+++ {
                                                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"292";" illegal start of expression
[i + 1];
^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"292";" ';' expected
[i + 1];
  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"292";" variable declaration not allowed here
[i + 1];
 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
               ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"295";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"296";" ']' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                      ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"296";" ';' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"296";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"296";" illegal start of type
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"296";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" ']' expected
        return this.register[this.register.length - 1]; // last element in array
                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                                    ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"299";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                     ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"302";" class, interface, or enum expected
   public static void main(String[] args) {
                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"304";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"304";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"304";" class, interface, or enum expected
        for (int i = 0; i < 10; i++) {
                                ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"306";" class, interface, or enum expected
            System.out.println(lfsr.toString() + ' ' + bit);
            ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T13_59_45.026Z";"hw8b.java";"307";" class, interface, or enum expected
        }
        ^
34 errors
"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"134";" class, interface, or enum expected
**
^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"265";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"265";" ';' expected
            for (int i = 0leng<this.register.length i+++ {
                                                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"265";" illegal start of expression
            for (int i = 0leng<this.register.length i+++ {
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"265";" not a statement
            for (int i = 0leng<this.register.length i+++ {
                                                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"266";" illegal start of expression
[i + 1];
^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"266";" ';' expected
[i + 1];
  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"266";" variable declaration not allowed here
[i + 1];
 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
               ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                       ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                  ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                         ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"269";" ';' expected
    thiscode in the XOR calculation with given tap to get new rightmost bit
                                                                           ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"270";" ']' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                      ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"270";" ';' expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"270";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"270";" illegal start of type
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"270";" <identifier> expected
        this.register[this.register.length - 1] = (previousLeftmostBit ^ 
                                              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
        ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
              ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                   ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" ']' expected
        return this.register[this.register.length - 1]; // last element in array
                             ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" illegal start of type
        return this.register[this.register.length - 1]; // last element in array
                                 ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" ';' expected
        return this.register[this.register.length - 1]; // last element in array
                                          ^
/"
"025e11c5a647be6af45e5040241901ecd65080f3";"2020-11-22T19_33_53.425Z";"hw8b.java";"273";" <identifier> expected
        return this.register[this.register.length - 1]; // last element in array
                                                 ^
/"
